location,block,quantity
0,ender_chest,46
1,bedrock,9
2,quartz_block,4
3,dark_oak_fence,25
4,lapis_ore,9
5,trapped_chest,15
6,redstone_lamp,16
7,brewing_stand,4
8,light_weighted_pressure_plate,22
9,brewing_stand,56
10,clay,13
11,quartz_block,12
12,cauldron,52
13,beacon,24
14,red_sandstone,27
15,lapis_ore,46
16,iron_bars,43
17,acacia_door,30
18,stone_pressure_plate,14
19,cobblestone_wall,18
20,command_block,45
21,beacon,21
22,spruce_fence_gate,63
23,mycelium,42
24,lever,36
25,end_portal_frame,31
26,quartz_stairs,32
27,ender_chest,50
28,sea_lantern,60
29,chest,18
30,empty,32
31,jungle_stairs,41
32,torch,37
33,redstone_lamp,29
34,red_sandstone_stairs,37
35,prismarine,11
