location,block,quantity
0,nether_wart,32
1,spruce_door,11
2,red_mushroom_block,15
3,activator_rail,49
4,stone_pressure_plate,50
5,gold_block,43
6,brewing_stand,6
7,dropper,32
8,vine,8
9,snow,56
10,birch_fence,55
11,diamond_ore,36
12,dark_oak_stairs,40
13,stone_brick_stairs,23
14,daylight_detector,20
15,beacon,23
16,empty,27
17,sandstone,29
18,end_stone,49
19,iron_ore,38
20,hay_block,24
21,empty,18
22,clay,28
23,cake,58
24,hopper,39
25,stone_slab,41
26,gravel,25
27,empty,29
28,sea_lantern,17
29,nether_brick,24
30,diamond_block,4
31,prismarine,8
32,gravel,55
33,iron_door,17
34,spruce_door,40
35,bookshelf,8
