location,block,quantity
0,birch_fence_gate,55
1,brown_mushroom,56
2,trapped_chest,14
3,crafting_table,35
4,brick_stairs,5
5,tripwire_hook,50
6,spruce_stairs,48
7,detector_rail,47
8,tripwire_hook,55
9,sand,38
10,sand,21
11,end_portal_frame,23
12,cactus,29
13,enchanting_table,13
14,gold_block,23
15,light_weighted_pressure_plate,47
16,detector_rail,6
17,hay_block,27
18,end_stone,15
19,iron_bars,35
20,spruce_door,39
21,iron_ore,23
22,cobblestone_wall,52
23,detector_rail,4
24,ladder,19
25,grass,37
26,iron_bars,19
27,sticky_piston,24
28,end_portal_frame,28
29,acacia_fence_gate,43
30,coal_ore,18
31,acacia_door,59
32,obsidian,47
33,soul_sand,41
34,redstone_ore,8
35,iron_trapdoor,42
