location,block,quantity
0,barrier,52
1,iron_trapdoor,5
2,pumpkin,34
3,dragon_egg,8
4,lever,6
5,end_portal_frame,34
6,anvil,27
7,spruce_fence_gate,31
8,heavy_weighted_pressure_plate,2
9,sand,50
10,cake,27
11,spruce_fence,23
12,dropper,38
13,activator_rail,58
14,quartz_stairs,35
15,lever,54
16,soul_sand,10
17,stone_pressure_plate,24
18,soul_sand,21
19,quartz_block,30
20,sandstone_stairs,59
21,glowstone,54
22,tnt,50
23,wheat,31
24,red_mushroom,61
25,brewing_stand,44
26,lever,61
27,birch_fence,52
28,barrier,59
29,dark_oak_stairs,51
30,spruce_door,29
31,glowstone,52
32,trapped_chest,2
33,clay,21
34,cobblestone_wall,59
35,iron_trapdoor,53
