location,block,quantity
0,iron_door,19
1,iron_door,33
2,redstone_ore,31
3,acacia_stairs,42
4,stone_stairs,44
5,jungle_door,16
6,coal_block,18
7,sand,12
8,beacon,29
9,beacon,12
10,dark_oak_door,44
11,stone_button,23
12,bedrock,5
13,cobblestone_wall,21
14,gold_ore,15
15,quartz_block,46
16,sandstone,25
17,stone_stairs,56
18,packed_ice,36
19,snow,3
20,cauldron,52
21,cobblestone,40
22,dragon_egg,55
23,hopper,41
24,cauldron,52
25,dropper,31
26,quartz_block,55
27,dirt,4
28,rail,17
29,detector_rail,54
30,dispenser,15
31,diamond_block,12
32,sandstone_stairs,21
33,obsidian,27
34,glass_pane,64
35,sponge,24
