location,block,quantity
0,red_mushroom_block,28
1,acacia_fence_gate,7
2,sponge,58
3,trapped_chest,43
4,birch_fence,46
5,birch_fence_gate,55
6,acacia_fence,10
7,beacon,27
8,spruce_door,30
9,lapis_ore,1
10,redstone_lamp,8
11,beacon,43
12,gold_ore,20
13,lever,62
14,dragon_egg,21
15,cobblestone,56
16,sticky_piston,19
17,dark_oak_fence,56
18,quartz_stairs,11
19,torch,19
20,nether_wart,27
21,cobblestone_wall,62
22,red_mushroom,7
23,activator_rail,52
24,jungle_door,49
25,dragon_egg,36
26,birch_stairs,2
27,birch_fence_gate,40
28,acacia_door,29
29,brick_stairs,49
30,soul_sand,52
31,sandstone_stairs,14
32,cake,56
33,diamond_ore,6
34,gold_ore,49
35,barrier,16
