location,block,quantity
0,bedrock,25
1,spruce_door,57
2,netherrack,62
3,redstone_torch,46
4,spruce_fence,55
5,netherrack,16
6,vine,44
7,stone,27
8,oak_stairs,33
9,sea_lantern,15
10,hay_block,1
11,jungle_fence,7
12,gold_block,35
13,heavy_weighted_pressure_plate,19
14,gold_ore,23
15,detector_rail,13
16,oak_stairs,49
17,gold_block,32
18,dirt,49
19,lapis_ore,26
20,glass_pane,33
21,netherrack,31
22,nether_brick_fence,20
23,furnace,39
24,light_weighted_pressure_plate,23
25,cake,1
26,torch,3
27,spruce_stairs,64
28,jungle_stairs,41
29,brown_mushroom_block,40
30,oak_stairs,19
31,barrier,41
32,dragon_egg,18
33,obsidian,54
34,gold_ore,61
35,tnt,51
