location,block,quantity
0,glowstone,18
1,iron_door,27
2,diamond_ore,17
3,emerald_block,9
4,stone,41
5,nether_wart,40
6,bedrock,46
7,stone,22
8,vine,47
9,hopper,32
10,red_sandstone,27
11,packed_ice,45
12,snow,40
13,dark_oak_fence,51
14,sponge,45
15,glass_pane,38
16,obsidian,35
17,brown_mushroom,19
18,iron_door,55
19,lapis_ore,34
20,iron_bars,36
21,tnt,1
22,brown_mushroom,4
23,acacia_stairs,37
24,torch,33
25,brown_mushroom,14
26,chest,4
27,bedrock,60
28,redstone_torch,32
29,iron_trapdoor,35
30,dropper,53
31,piston,47
32,quartz_block,7
33,brick_stairs,5
34,lapis_ore,64
35,coal_ore,3
