location,block,quantity
0,coal_ore,59
1,sand,49
2,prismarine,44
3,gravel,13
4,vine,7
5,mossy_cobblestone,49
6,jungle_door,15
7,nether_brick_fence,9
8,iron_block,23
9,snow,61
10,chest,36
11,diamond_block,6
12,daylight_detector,24
13,sea_lantern,27
14,detector_rail,34
15,dark_oak_fence,15
16,hopper,26
17,acacia_fence_gate,21
18,cake,8
19,light_weighted_pressure_plate,40
20,jungle_stairs,58
21,sandstone_stairs,33
22,mossy_cobblestone,43
23,daylight_detector,30
24,flower_pot,29
25,mossy_cobblestone,8
26,acacia_fence,63
27,coal_ore,27
28,dark_oak_stairs,22
29,iron_ore,40
30,spruce_fence_gate,26
31,redstone_torch,50
32,heavy_weighted_pressure_plate,44
33,cobblestone_wall,42
34,dark_oak_stairs,43
35,dark_oak_door,5
