location,block,quantity
0,stone_slab,57
1,farmland,42
2,glass_pane,7
3,nether_brick,48
4,anvil,8
5,acacia_fence_gate,41
6,piston,23
7,jungle_stairs,39
8,brown_mushroom,53
9,wheat,14
10,sea_lantern,17
11,hay_block,48
12,birch_fence,45
13,iron_block,21
14,redstone_block,28
15,brown_mushroom_block,41
16,spruce_door,18
17,barrier,52
18,gold_block,14
19,spruce_fence,32
20,ice,40
21,beacon,39
22,acacia_fence,16
23,birch_fence,33
24,daylight_detector,33
25,snow,15
26,acacia_door,17
27,glass,31
28,beacon,59
29,coal_ore,5
30,anvil,61
31,jungle_stairs,37
32,daylight_detector,50
33,packed_ice,19
34,coal_block,40
35,glass_pane,42
