location,block,quantity
0,red_mushroom_block,33
1,light_weighted_pressure_plate,53
2,red_mushroom_block,13
3,gold_ore,37
4,iron_bars,4
5,daylight_detector,32
6,furnace,53
7,stone_button,8
8,chest,38
9,acacia_fence,41
10,dirt,27
11,redstone_ore,61
12,cobblestone_wall,1
13,gold_ore,14
14,empty,1
15,stone_brick_stairs,45
16,stone_brick_stairs,2
17,redstone_block,43
18,jungle_fence_gate,11
19,mycelium,13
20,acacia_fence_gate,9
21,flower_pot,12
22,diamond_ore,44
23,birch_fence_gate,2
24,sea_lantern,55
25,snow,29
26,sticky_piston,8
27,sandstone_stairs,55
28,diamond_ore,5
29,coal_ore,35
30,snow,23
31,torch,11
32,crafting_table,20
33,gold_block,47
34,piston,4
35,red_sandstone_stairs,7
