location,block,quantity
0,lapis_block,22
1,torch,61
2,diamond_block,55
3,iron_block,15
4,spruce_fence_gate,43
5,redstone_torch,39
6,dragon_egg,36
7,light_weighted_pressure_plate,25
8,stone_button,56
9,activator_rail,15
10,end_stone,36
11,cauldron,18
12,emerald_block,16
13,red_mushroom,26
14,nether_wart,57
15,gravel,17
16,acacia_door,30
17,wheat,31
18,crafting_table,41
19,nether_brick,13
20,farmland,17
21,hopper,47
22,sand,35
23,jukebox,33
24,furnace,61
25,birch_fence_gate,33
26,hopper,63
27,emerald_ore,6
28,ladder,6
29,jungle_stairs,21
30,gold_ore,33
31,sponge,57
32,red_sandstone,64
33,ender_chest,46
34,stone_stairs,20
35,snow,13
