location,block,quantity
0,red_sandstone_stairs,46
1,stone_brick_stairs,32
2,dark_oak_door,26
3,stone_stairs,27
4,red_mushroom_block,33
5,jungle_stairs,60
6,nether_brick_fence,5
7,barrier,3
8,sticky_piston,25
9,ender_chest,62
10,jukebox,4
11,hopper,50
12,clay,46
13,jungle_fence,41
14,grass,30
15,red_mushroom,38
16,dragon_egg,61
17,sponge,44
18,emerald_ore,58
19,redstone_ore,11
20,dark_oak_stairs,63
21,packed_ice,30
22,hopper,49
23,activator_rail,25
24,ladder,53
25,coal_block,27
26,wheat,29
27,rail,32
28,piston,25
29,dragon_egg,18
30,brewing_stand,28
31,command_block,30
32,acacia_stairs,55
33,obsidian,38
34,flower_pot,5
35,dark_oak_fence_gate,64
