location,block,quantity
0,mossy_cobblestone,40
1,torch,42
2,end_stone,50
3,stone_pressure_plate,32
4,sea_lantern,64
5,end_portal_frame,56
6,birch_door,21
7,sandstone,64
8,acacia_fence_gate,14
9,prismarine,37
10,torch,43
11,daylight_detector,33
12,dark_oak_stairs,30
13,activator_rail,44
14,lapis_ore,56
15,sea_lantern,61
16,stone_brick_stairs,51
17,redstone_torch,8
18,prismarine,5
19,enchanting_table,33
20,red_mushroom,38
21,ice,63
22,jungle_fence_gate,21
23,barrier,19
24,sponge,3
25,stone_slab,59
26,jungle_fence,40
27,birch_door,56
28,trapped_chest,25
29,prismarine,43
30,gravel,46
31,jungle_stairs,49
32,pumpkin,50
33,acacia_fence,21
34,packed_ice,37
35,red_sandstone_stairs,50
