location,block,quantity
0,piston,60
1,gold_ore,15
2,piston,5
3,dark_oak_stairs,54
4,ladder,25
5,chest,8
6,trapped_chest,43
7,brick_stairs,10
8,dark_oak_fence,33
9,acacia_door,18
10,barrier,63
11,glass,34
12,lapis_ore,26
13,brown_mushroom,4
14,command_block,42
15,brick_stairs,26
16,stone_pressure_plate,6
17,stone_slab,37
18,obsidian,53
19,diamond_ore,46
20,redstone_ore,39
21,prismarine,12
22,sticky_piston,62
23,sandstone,64
24,acacia_fence,15
25,emerald_ore,11
26,dark_oak_fence_gate,21
27,diamond_ore,48
28,red_mushroom_block,5
29,spruce_fence,23
30,hopper,36
31,spruce_fence,38
32,lapis_block,57
33,brown_mushroom,17
34,acacia_fence,37
35,hopper,26
