location,block,quantity
0,glass,39
1,jungle_stairs,56
2,packed_ice,1
3,iron_ore,20
4,nether_brick,1
5,prismarine,4
6,dragon_egg,49
7,lever,12
8,sea_lantern,20
9,enchanting_table,7
10,redstone_block,5
11,stone_stairs,9
12,dropper,21
13,gold_block,35
14,bookshelf,41
15,dispenser,51
16,end_stone,55
17,redstone_ore,48
18,hopper,46
19,bedrock,35
20,emerald_ore,4
21,quartz_stairs,14
22,iron_door,50
23,iron_ore,29
24,gold_ore,25
25,daylight_detector,47
26,diamond_ore,15
27,hopper,50
28,stone_stairs,50
29,iron_door,28
30,glass,15
31,iron_bars,2
32,spruce_stairs,2
33,activator_rail,52
34,jungle_fence_gate,2
35,sea_lantern,6
