location,block,quantity
0,red_mushroom_block,28
1,stone_brick_stairs,6
2,glowstone,14
3,red_sandstone,9
4,end_portal_frame,17
5,cobblestone,22
6,end_portal_frame,40
7,anvil,9
8,redstone_lamp,59
9,cobblestone_wall,58
10,pumpkin,47
11,sandstone,17
12,emerald_block,22
13,mossy_cobblestone,7
14,lapis_block,24
15,snow,42
16,chest,47
17,iron_bars,9
18,sponge,1
19,stone_brick_stairs,21
20,diamond_block,2
21,dark_oak_stairs,22
22,spruce_door,43
23,stone,56
24,furnace,11
25,redstone_ore,34
26,birch_door,4
27,mycelium,60
28,end_portal_frame,34
29,diamond_ore,44
30,nether_brick_stairs,54
31,mycelium,5
32,emerald_ore,58
33,red_mushroom_block,8
34,jungle_door,53
35,redstone_lamp,13
