location,block,quantity
0,nether_brick_fence,9
1,dark_oak_door,10
2,obsidian,24
3,iron_block,11
4,coal_block,60
5,spruce_stairs,50
6,stone_button,16
7,enchanting_table,63
8,gold_block,21
9,stone_button,3
10,brick_stairs,16
11,stone_slab,39
12,dirt,31
13,flower_pot,32
14,gold_ore,62
15,nether_wart,46
16,lever,10
17,spruce_fence,60
18,dark_oak_fence,24
19,stone_slab,48
20,sandstone,27
21,redstone_block,4
22,rail,20
23,packed_ice,12
24,acacia_stairs,42
25,jungle_door,9
26,hopper,61
27,light_weighted_pressure_plate,49
28,mossy_cobblestone,57
29,snow,40
30,dispenser,41
31,acacia_door,43
32,brewing_stand,53
33,gravel,52
34,flower_pot,46
35,red_mushroom,63
