location,block,quantity
0,birch_fence_gate,21
1,iron_trapdoor,32
2,furnace,32
3,end_stone,34
4,obsidian,44
5,coal_ore,39
6,brown_mushroom,3
7,sandstone_stairs,32
8,chest,25
9,prismarine,45
10,spruce_fence,27
11,dragon_egg,45
12,red_sandstone,18
13,jukebox,22
14,clay,7
15,iron_trapdoor,39
16,crafting_table,58
17,acacia_stairs,3
18,nether_brick_stairs,9
19,dark_oak_fence,49
20,cobblestone_wall,38
21,redstone_lamp,2
22,acacia_stairs,17
23,redstone_torch,4
24,bedrock,30
25,mycelium,25
26,emerald_ore,8
27,glass,18
28,iron_ore,24
29,coal_ore,30
30,nether_wart,24
31,nether_brick_stairs,41
32,hopper,50
33,ice,1
34,jungle_stairs,18
35,wheat,30
