location,block,quantity
0,vine,29
1,stone_brick_stairs,8
2,nether_brick,52
3,coal_ore,1
4,jungle_fence,60
5,iron_door,54
6,brown_mushroom_block,4
7,iron_door,42
8,iron_bars,4
9,coal_block,59
10,nether_brick,32
11,cobblestone,55
12,mycelium,20
13,prismarine,24
14,gravel,41
15,bookshelf,61
16,packed_ice,13
17,jungle_fence,3
18,netherrack,27
19,acacia_fence,41
20,red_mushroom_block,50
21,wheat,44
22,anvil,57
23,spruce_stairs,34
24,stone_pressure_plate,22
25,stone,61
26,stone,53
27,mossy_cobblestone,18
28,hopper,2
29,birch_fence_gate,50
30,anvil,20
31,birch_door,34
32,nether_wart,24
33,piston,17
34,nether_brick,25
35,acacia_fence_gate,56
