location,block,quantity
0,iron_door,17
1,spruce_stairs,63
2,daylight_detector,1
3,bookshelf,16
4,clay,12
5,tripwire_hook,25
6,stone_button,8
7,iron_trapdoor,30
8,birch_fence_gate,64
9,cake,54
10,cake,32
11,tnt,24
12,spruce_door,54
13,flower_pot,45
14,dark_oak_fence_gate,60
15,jungle_fence_gate,57
16,gold_ore,48
17,acacia_fence_gate,48
18,glass,37
19,redstone_block,26
20,brewing_stand,29
21,heavy_weighted_pressure_plate,14
22,red_sandstone,14
23,heavy_weighted_pressure_plate,27
24,stone,31
25,stone_pressure_plate,56
26,gold_ore,2
27,dropper,13
28,brown_mushroom_block,57
29,iron_ore,31
30,nether_brick,33
31,birch_door,4
32,birch_fence_gate,13
33,redstone_lamp,6
34,stone_pressure_plate,50
35,ice,18
