location,block,quantity
0,hopper,47
1,rail,52
2,stone_brick_stairs,59
3,trapped_chest,29
4,gravel,55
5,stone_slab,23
6,nether_brick_stairs,23
7,acacia_stairs,2
8,diamond_block,44
9,stone_slab,12
10,stone_stairs,17
11,farmland,10
12,iron_ore,59
13,stone_pressure_plate,21
14,bedrock,32
15,red_sandstone_stairs,49
16,command_block,2
17,crafting_table,5
18,netherrack,64
19,trapped_chest,1
20,brick_stairs,45
21,coal_block,33
22,anvil,57
23,lapis_ore,21
24,piston,19
25,dragon_egg,56
26,emerald_block,4
27,jukebox,12
28,glowstone,51
29,anvil,27
30,sandstone,1
31,light_weighted_pressure_plate,5
32,brown_mushroom_block,8
33,tnt,47
34,redstone_block,22
35,stone_stairs,5
