location,block,quantity
0,gold_block,17
1,sticky_piston,24
2,bedrock,39
3,spruce_fence,57
4,spruce_door,57
5,stone_brick_stairs,5
6,brown_mushroom_block,60
7,birch_fence_gate,2
8,detector_rail,35
9,acacia_fence_gate,10
10,light_weighted_pressure_plate,17
11,nether_brick,9
12,red_sandstone,64
13,dropper,51
14,wheat,15
15,nether_brick_fence,22
16,daylight_detector,29
17,bookshelf,23
18,brown_mushroom,32
19,acacia_fence,18
20,bookshelf,15
21,glowstone,53
22,stone_stairs,28
23,birch_stairs,59
24,iron_block,37
25,redstone_ore,9
26,jungle_fence,47
27,stone_stairs,39
28,jungle_fence,22
29,grass,51
30,coal_ore,13
31,hopper,8
32,furnace,14
33,redstone_torch,58
34,dark_oak_fence,49
35,clay,24
