location,block,quantity
0,jukebox,48
1,spruce_door,39
2,dispenser,55
3,redstone_torch,51
4,glass,27
5,cauldron,64
6,enchanting_table,8
7,jungle_stairs,60
8,stone_pressure_plate,27
9,brewing_stand,4
10,spruce_door,52
11,quartz_block,58
12,clay,32
13,command_block,44
14,gold_block,10
15,iron_trapdoor,45
16,spruce_stairs,62
17,snow,44
18,cobblestone_wall,63
19,glass_pane,7
20,sandstone,18
21,stone_pressure_plate,55
22,enchanting_table,12
23,command_block,44
24,diamond_block,28
25,clay,40
26,birch_door,42
27,dispenser,5
28,cactus,49
29,light_weighted_pressure_plate,61
30,dropper,9
31,ladder,35
32,detector_rail,5
33,ice,59
34,spruce_door,48
35,spruce_door,30
