location,block,quantity
0,acacia_stairs,27
1,jungle_fence,10
2,brick_stairs,1
3,trapped_chest,20
4,iron_bars,25
5,spruce_fence_gate,4
6,cake,45
7,packed_ice,62
8,hopper,40
9,ender_chest,55
10,spruce_fence_gate,22
11,tnt,21
12,redstone_block,7
13,sandstone,35
14,dropper,41
15,red_sandstone,9
16,red_sandstone,17
17,brown_mushroom,7
18,cake,14
19,nether_brick_fence,30
20,spruce_door,8
21,glass,8
22,spruce_fence_gate,21
23,lever,17
24,glowstone,38
25,sand,24
26,end_stone,31
27,snow,13
28,ender_chest,46
29,soul_sand,39
30,rail,55
31,stone,46
32,sea_lantern,56
33,red_sandstone_stairs,62
34,emerald_block,51
35,nether_brick_stairs,26
