location,block,quantity
0,ladder,55
1,oak_stairs,39
2,cobblestone_wall,26
3,stone_slab,23
4,netherrack,53
5,spruce_door,48
6,emerald_ore,36
7,brick_stairs,24
8,tnt,13
9,mycelium,59
10,stone_slab,26
11,cactus,7
12,jungle_stairs,55
13,emerald_ore,11
14,cobblestone,58
15,hay_block,5
16,dark_oak_stairs,31
17,iron_bars,7
18,stone,59
19,tnt,44
20,dirt,63
21,sticky_piston,64
22,soul_sand,46
23,cobblestone_wall,8
24,diamond_ore,34
25,mycelium,16
26,sticky_piston,31
27,soul_sand,59
28,empty,22
29,dragon_egg,11
30,prismarine,5
31,wheat,17
32,cauldron,27
33,gold_block,38
34,end_portal_frame,63
35,jungle_fence_gate,49
