location,block,quantity
0,cactus,2
1,bookshelf,13
2,tripwire_hook,48
3,brown_mushroom,57
4,emerald_block,17
5,quartz_block,20
6,birch_stairs,64
7,acacia_door,31
8,heavy_weighted_pressure_plate,23
9,stone_brick_stairs,6
10,stone_stairs,25
11,coal_ore,58
12,dark_oak_fence,37
13,clay,29
14,light_weighted_pressure_plate,6
15,cobblestone,5
16,enchanting_table,2
17,gold_block,17
18,nether_brick_stairs,31
19,dropper,25
20,ender_chest,1
21,farmland,11
22,flower_pot,25
23,end_portal_frame,36
24,redstone_lamp,25
25,lapis_block,61
26,hopper,26
27,brown_mushroom_block,32
28,light_weighted_pressure_plate,16
29,nether_brick_stairs,60
30,quartz_block,14
31,chest,64
32,quartz_block,35
33,red_mushroom_block,16
34,jungle_stairs,26
35,sea_lantern,20
