location,block,quantity
0,nether_brick_fence,27
1,iron_trapdoor,31
2,jungle_fence_gate,60
3,rail,18
4,end_portal_frame,11
5,spruce_fence,44
6,brown_mushroom_block,37
7,cactus,40
8,dark_oak_stairs,2
9,brewing_stand,47
10,command_block,53
11,sandstone_stairs,2
12,dispenser,21
13,gold_ore,57
14,jungle_door,46
15,nether_brick_fence,9
16,tripwire_hook,27
17,packed_ice,6
18,tripwire_hook,39
19,hay_block,11
20,stone_slab,36
21,red_sandstone_stairs,6
22,cactus,33
23,spruce_door,48
24,nether_brick_fence,60
25,dark_oak_fence_gate,22
26,mycelium,3
27,cactus,49
28,glowstone,60
29,acacia_door,57
30,ice,48
31,piston,44
32,mossy_cobblestone,54
33,iron_trapdoor,8
34,birch_fence,44
35,redstone_block,1
