location,block,quantity
0,stone_slab,14
1,pumpkin,43
2,red_sandstone,6
3,wheat,26
4,activator_rail,4
5,iron_ore,55
6,chest,2
7,glowstone,35
8,diamond_block,58
9,jungle_fence,47
10,cauldron,61
11,spruce_door,56
12,daylight_detector,28
13,emerald_ore,53
14,nether_brick,59
15,iron_block,16
16,furnace,25
17,soul_sand,47
18,dragon_egg,57
19,piston,38
20,cactus,26
21,brewing_stand,59
22,nether_brick_fence,16
23,stone_brick_stairs,36
24,dark_oak_door,59
25,oak_stairs,28
26,birch_stairs,56
27,jukebox,56
28,redstone_lamp,6
29,mycelium,35
30,jungle_fence_gate,4
31,prismarine,22
32,diamond_ore,9
33,torch,40
34,rail,35
35,sandstone_stairs,24
