location,block,quantity
0,gold_ore,18
1,jukebox,41
2,lever,29
3,cobblestone,9
4,quartz_stairs,32
5,mossy_cobblestone,52
6,grass,32
7,red_sandstone_stairs,35
8,enchanting_table,46
9,light_weighted_pressure_plate,60
10,red_sandstone_stairs,39
11,sea_lantern,50
12,lapis_ore,56
13,quartz_stairs,54
14,flower_pot,26
15,soul_sand,42
16,torch,23
17,stone_slab,61
18,diamond_block,56
19,end_portal_frame,24
20,flower_pot,36
21,mossy_cobblestone,44
22,stone,29
23,acacia_fence,52
24,coal_block,51
25,dark_oak_fence_gate,10
26,gold_block,8
27,iron_block,57
28,acacia_stairs,62
29,birch_fence,33
30,coal_block,13
31,dark_oak_door,46
32,flower_pot,48
33,nether_brick_stairs,27
34,wheat,47
35,ladder,30
