location,block,quantity
0,packed_ice,6
1,detector_rail,58
2,nether_wart,9
3,redstone_ore,3
4,iron_trapdoor,47
5,tnt,49
6,redstone_ore,54
7,spruce_stairs,35
8,iron_bars,8
9,redstone_ore,27
10,redstone_torch,47
11,birch_fence_gate,22
12,end_portal_frame,22
13,anvil,33
14,gravel,31
15,flower_pot,46
16,farmland,56
17,nether_brick,56
18,quartz_stairs,55
19,glowstone,7
20,wheat,35
21,quartz_stairs,40
22,red_sandstone_stairs,16
23,cobblestone_wall,36
24,nether_brick,11
25,emerald_ore,27
26,sea_lantern,38
27,light_weighted_pressure_plate,42
28,lever,61
29,redstone_block,43
30,iron_door,44
31,chest,58
32,gravel,3
33,tnt,48
34,dirt,33
35,sponge,50
