location,block,quantity
0,grass,35
1,red_sandstone,47
2,spruce_fence,37
3,quartz_block,23
4,redstone_ore,12
5,flower_pot,4
6,quartz_stairs,8
7,birch_stairs,43
8,spruce_fence,18
9,stone_button,31
10,emerald_block,57
11,jukebox,13
12,dark_oak_fence,16
13,prismarine,23
14,ender_chest,40
15,sponge,52
16,end_stone,15
17,command_block,61
18,lapis_block,24
19,brown_mushroom,20
20,emerald_block,11
21,sand,29
22,birch_door,41
23,stone_brick_stairs,8
24,gold_block,14
25,packed_ice,45
26,glowstone,30
27,torch,3
28,ladder,55
29,activator_rail,22
30,farmland,16
31,ladder,32
32,acacia_fence,57
33,gold_block,3
34,emerald_block,54
35,wheat,31
