location,block,quantity
0,iron_block,3
1,lapis_ore,54
2,gold_ore,45
3,daylight_detector,7
4,cobblestone_wall,42
5,stone_stairs,4
6,quartz_stairs,20
7,end_portal_frame,25
8,clay,15
9,tnt,34
10,stone_stairs,1
11,wheat,34
12,spruce_door,39
13,torch,42
14,crafting_table,47
15,hopper,61
16,mossy_cobblestone,53
17,dark_oak_fence,18
18,diamond_ore,13
19,oak_stairs,57
20,vine,3
21,tnt,27
22,red_sandstone,21
23,acacia_fence,18
24,cobblestone_wall,3
25,iron_door,15
26,dirt,27
27,coal_block,54
28,nether_brick_fence,7
29,dark_oak_fence,24
30,dark_oak_fence_gate,55
31,clay,29
32,ladder,60
33,oak_stairs,44
34,crafting_table,43
35,bedrock,35
