location,block,quantity
0,end_stone,40
1,cactus,44
2,pumpkin,55
3,bedrock,64
4,lever,36
5,clay,3
6,stone_brick_stairs,25
7,iron_ore,20
8,acacia_fence_gate,50
9,dragon_egg,24
10,spruce_fence_gate,12
11,stone_button,53
12,brewing_stand,59
13,detector_rail,49
14,light_weighted_pressure_plate,11
15,chest,39
16,glowstone,40
17,diamond_block,37
18,spruce_fence_gate,1
19,end_stone,4
20,stone,38
21,soul_sand,41
22,quartz_block,10
23,acacia_fence_gate,49
24,spruce_fence_gate,11
25,jukebox,18
26,jungle_door,52
27,dark_oak_door,10
28,cobblestone_wall,8
29,clay,38
30,mycelium,21
31,packed_ice,44
32,jungle_stairs,25
33,pumpkin,43
34,jungle_stairs,4
35,piston,28
