location,block,quantity
0,spruce_stairs,34
1,mycelium,41
2,cobblestone_wall,60
3,gold_block,37
4,diamond_ore,56
5,hay_block,60
6,dark_oak_stairs,35
7,sticky_piston,4
8,daylight_detector,32
9,spruce_door,8
10,iron_door,63
11,sand,63
12,glass,51
13,birch_stairs,4
14,daylight_detector,13
15,sponge,7
16,iron_door,24
17,nether_wart,44
18,nether_brick_stairs,9
19,jungle_door,27
20,bookshelf,42
21,sponge,45
22,jungle_stairs,36
23,sea_lantern,30
24,redstone_torch,9
25,stone_stairs,37
26,detector_rail,13
27,packed_ice,49
28,trapped_chest,16
29,tripwire_hook,56
30,dirt,47
31,chest,4
32,sandstone_stairs,7
33,redstone_ore,2
34,lapis_ore,30
35,acacia_door,51
