location,block,quantity
0,spruce_stairs,63
1,cauldron,14
2,sticky_piston,56
3,mossy_cobblestone,31
4,sandstone,48
5,rail,10
6,mycelium,22
7,brown_mushroom,3
8,obsidian,41
9,soul_sand,58
10,cauldron,7
11,daylight_detector,45
12,trapped_chest,11
13,tnt,42
14,dark_oak_fence_gate,35
15,coal_block,23
16,sand,33
17,coal_ore,19
18,pumpkin,45
19,brewing_stand,36
20,brewing_stand,54
21,cobblestone,8
22,cake,38
23,jungle_fence,13
24,dark_oak_fence_gate,61
25,jukebox,27
26,acacia_fence_gate,27
27,coal_ore,57
28,brewing_stand,64
29,jungle_stairs,1
30,furnace,44
31,oak_stairs,54
32,stone_button,20
33,redstone_torch,42
34,acacia_door,27
35,end_portal_frame,56
