location,block,quantity
0,nether_brick,26
1,coal_ore,54
2,birch_door,6
3,quartz_block,39
4,mossy_cobblestone,28
5,redstone_block,17
6,acacia_stairs,11
7,sticky_piston,15
8,spruce_fence,39
9,command_block,11
10,ladder,8
11,dark_oak_stairs,48
12,sandstone,50
13,birch_fence_gate,50
14,brown_mushroom,22
15,pumpkin,28
16,tripwire_hook,59
17,emerald_ore,33
18,dropper,43
19,iron_trapdoor,46
20,chest,9
21,lever,19
22,sandstone,2
23,jungle_fence,35
24,acacia_stairs,38
25,ender_chest,38
26,lever,45
27,end_stone,2
28,sandstone,12
29,glass_pane,38
30,dispenser,4
31,emerald_ore,25
32,acacia_stairs,44
33,redstone_lamp,32
34,acacia_fence_gate,64
35,dark_oak_fence,17
