location,block,quantity
0,lapis_block,7
1,cauldron,47
2,stone_brick_stairs,15
3,beacon,56
4,soul_sand,21
5,hay_block,38
6,spruce_stairs,19
7,tripwire_hook,31
8,cobblestone,45
9,acacia_stairs,22
10,trapped_chest,18
11,light_weighted_pressure_plate,48
12,iron_door,55
13,birch_door,2
14,sand,6
15,brown_mushroom,28
16,red_sandstone_stairs,26
17,beacon,34
18,brewing_stand,21
19,dark_oak_stairs,50
20,beacon,63
21,birch_fence_gate,17
22,bedrock,12
23,glowstone,26
24,crafting_table,58
25,activator_rail,24
26,cake,31
27,emerald_ore,7
28,daylight_detector,15
29,gold_ore,60
30,chest,58
31,command_block,44
32,flower_pot,13
33,bookshelf,3
34,redstone_block,50
35,crafting_table,2
