location,block,quantity
0,acacia_fence,35
1,dark_oak_door,13
2,anvil,56
3,farmland,35
4,mossy_cobblestone,10
5,cobblestone,37
6,ender_chest,48
7,iron_trapdoor,45
8,sandstone,53
9,bedrock,24
10,flower_pot,17
11,acacia_fence,31
12,quartz_block,57
13,dropper,40
14,torch,3
15,spruce_stairs,42
16,dark_oak_stairs,26
17,bookshelf,21
18,glass_pane,46
19,red_sandstone_stairs,51
20,light_weighted_pressure_plate,30
21,stone,37
22,spruce_stairs,29
23,iron_trapdoor,38
24,daylight_detector,31
25,spruce_fence_gate,40
26,jungle_fence,39
27,nether_brick_stairs,36
28,farmland,41
29,iron_door,31
30,lever,48
31,sponge,60
32,bookshelf,31
33,jungle_fence,26
34,ladder,33
35,redstone_block,22
