location,block,quantity
0,enchanting_table,37
1,glass_pane,45
2,lever,27
3,furnace,35
4,red_mushroom,57
5,redstone_lamp,13
6,tripwire_hook,9
7,packed_ice,33
8,sticky_piston,10
9,detector_rail,27
10,birch_door,50
11,packed_ice,53
12,red_mushroom_block,45
13,nether_brick_fence,4
14,mossy_cobblestone,10
15,glass,20
16,tnt,51
17,hay_block,30
18,dark_oak_door,33
19,anvil,37
20,torch,25
21,netherrack,13
22,barrier,2
23,trapped_chest,5
24,nether_brick_fence,31
25,beacon,23
26,dark_oak_door,16
27,red_mushroom_block,50
28,iron_block,62
29,dirt,40
30,snow,28
31,wheat,40
32,spruce_door,32
33,gold_ore,2
34,jungle_fence,30
35,tripwire_hook,42
