location,block,quantity
0,redstone_lamp,47
1,stone_button,9
2,lapis_ore,14
3,iron_bars,41
4,netherrack,18
5,redstone_torch,51
6,jukebox,62
7,iron_trapdoor,31
8,lapis_ore,55
9,spruce_stairs,38
10,jungle_door,40
11,hay_block,13
12,stone_pressure_plate,39
13,jungle_fence,1
14,sandstone,1
15,cake,2
16,sandstone,4
17,brown_mushroom,37
18,quartz_block,41
19,dirt,26
20,sea_lantern,33
21,lever,62
22,glowstone,9
23,diamond_block,12
24,soul_sand,50
25,stone_slab,31
26,clay,41
27,enchanting_table,37
28,redstone_lamp,59
29,stone_button,29
30,iron_door,8
31,dark_oak_stairs,29
32,chest,1
33,red_mushroom_block,15
34,sponge,17
35,acacia_door,45
