location,block,quantity
0,redstone_block,17
1,diamond_block,6
2,redstone_lamp,20
3,cauldron,27
4,redstone_torch,63
5,red_mushroom,23
6,sea_lantern,33
7,iron_door,2
8,iron_ore,23
9,cactus,23
10,redstone_ore,15
11,gold_block,2
12,pumpkin,26
13,redstone_torch,38
14,redstone_lamp,20
15,command_block,49
16,grass,26
17,grass,7
18,brown_mushroom,6
19,spruce_fence_gate,55
20,gold_ore,54
21,lever,55
22,stone_button,35
23,pumpkin,46
24,prismarine,3
25,ladder,35
26,crafting_table,37
27,redstone_lamp,31
28,stone_stairs,17
29,beacon,59
30,ender_chest,46
31,stone_button,29
32,jukebox,53
33,glass,27
34,iron_bars,21
35,cake,21
