location,block,quantity
0,stone_slab,35
1,grass,56
2,birch_door,28
3,pumpkin,51
4,hay_block,51
5,stone,23
6,command_block,55
7,acacia_door,20
8,sand,44
9,snow,62
10,light_weighted_pressure_plate,22
11,gold_block,13
12,acacia_door,48
13,dropper,13
14,spruce_door,31
15,ladder,27
16,clay,9
17,emerald_ore,55
18,bedrock,32
19,torch,21
20,vine,29
21,dropper,50
22,dark_oak_fence_gate,8
23,gold_block,42
24,sponge,31
25,dirt,17
26,beacon,19
27,acacia_fence,10
28,torch,48
29,birch_fence_gate,63
30,spruce_stairs,32
31,acacia_stairs,21
32,beacon,23
33,quartz_block,25
34,red_sandstone,16
35,iron_door,15
