location,block,quantity
0,tripwire_hook,47
1,farmland,58
2,barrier,24
3,bedrock,19
4,glowstone,3
5,packed_ice,44
6,sandstone,43
7,lapis_block,47
8,red_sandstone_stairs,29
9,light_weighted_pressure_plate,48
10,glass_pane,12
11,ice,64
12,acacia_fence,41
13,redstone_torch,31
14,spruce_door,16
15,diamond_block,50
16,mycelium,52
17,jungle_fence,5
18,brown_mushroom_block,18
19,packed_ice,30
20,nether_brick,17
21,acacia_fence_gate,55
22,packed_ice,25
23,jukebox,57
24,prismarine,15
25,tnt,39
26,cake,43
27,dark_oak_fence,52
28,emerald_ore,28
29,mycelium,64
30,torch,5
31,coal_block,53
32,detector_rail,8
33,dispenser,16
34,detector_rail,19
35,gold_ore,48
