location,block,quantity
0,ice,2
1,iron_block,59
2,end_portal_frame,51
3,jukebox,42
4,grass,59
5,jungle_stairs,10
6,glass,43
7,stone_stairs,19
8,spruce_fence_gate,4
9,jukebox,43
10,diamond_ore,2
11,tnt,9
12,chest,30
13,dispenser,53
14,enchanting_table,29
15,lapis_ore,60
16,hay_block,56
17,iron_door,57
18,sponge,15
19,heavy_weighted_pressure_plate,41
20,acacia_fence,4
21,spruce_fence_gate,21
22,bookshelf,19
23,cobblestone,25
24,sand,24
25,bookshelf,9
26,redstone_torch,11
27,acacia_fence_gate,21
28,stone_stairs,19
29,lapis_ore,34
30,nether_brick_stairs,37
31,brown_mushroom_block,27
32,dark_oak_door,63
33,emerald_block,48
34,dispenser,60
35,birch_fence,36
