location,block,quantity
0,coal_block,62
1,heavy_weighted_pressure_plate,43
2,stone_button,26
3,soul_sand,30
4,stone,57
5,mycelium,51
6,daylight_detector,2
7,spruce_fence,29
8,mossy_cobblestone,31
9,netherrack,37
10,soul_sand,48
11,nether_brick_stairs,10
12,wheat,62
13,gold_block,55
14,red_mushroom,11
15,birch_stairs,56
16,dark_oak_door,15
17,trapped_chest,28
18,lapis_block,38
19,iron_trapdoor,59
20,spruce_stairs,21
21,glowstone,16
22,spruce_stairs,32
23,iron_block,31
24,farmland,40
25,empty,31
26,diamond_block,51
27,end_portal_frame,12
28,light_weighted_pressure_plate,22
29,gold_ore,48
30,red_mushroom,61
31,red_sandstone_stairs,3
32,emerald_block,46
33,daylight_detector,13
34,sandstone,57
35,diamond_ore,51
