location,block,quantity
0,redstone_block,25
1,glass,19
2,stone_button,17
3,torch,55
4,sticky_piston,45
5,wheat,41
6,rail,31
7,flower_pot,33
8,lapis_block,25
9,farmland,35
10,activator_rail,16
11,quartz_block,21
12,dark_oak_fence,38
13,nether_brick_fence,35
14,gold_block,62
15,stone_pressure_plate,26
16,mycelium,42
17,iron_ore,19
18,gold_ore,8
19,wheat,51
20,glass_pane,27
21,daylight_detector,5
22,stone_pressure_plate,29
23,acacia_stairs,16
24,bedrock,8
25,coal_block,48
26,birch_door,7
27,emerald_block,14
28,birch_door,40
29,iron_ore,19
30,iron_ore,43
31,dropper,32
32,snow,61
33,soul_sand,24
34,dark_oak_stairs,47
35,obsidian,7
