location,block,quantity
0,red_mushroom_block,21
1,glowstone,17
2,end_portal_frame,38
3,crafting_table,1
4,bookshelf,29
5,spruce_fence,17
6,nether_wart,17
7,command_block,12
8,cauldron,58
9,nether_brick,25
10,brown_mushroom_block,59
11,birch_fence_gate,41
12,grass,44
13,dispenser,37
14,command_block,48
15,vine,50
16,emerald_ore,24
17,stone_brick_stairs,52
18,nether_wart,26
19,tripwire_hook,30
20,lapis_block,32
21,spruce_fence,32
22,cactus,21
23,pumpkin,27
24,glass,11
25,barrier,17
26,daylight_detector,16
27,sandstone_stairs,45
28,mycelium,30
29,spruce_fence,47
30,jungle_fence,36
31,cactus,48
32,lapis_block,17
33,spruce_fence_gate,11
34,detector_rail,3
35,ender_chest,22
