location,block,quantity
0,emerald_block,34
1,dark_oak_door,20
2,nether_brick_stairs,24
3,prismarine,33
4,prismarine,14
5,birch_door,34
6,bedrock,63
7,cobblestone_wall,38
8,spruce_door,35
9,flower_pot,30
10,dark_oak_fence,40
11,red_mushroom_block,62
12,spruce_stairs,44
13,soul_sand,20
14,acacia_door,58
15,dark_oak_fence_gate,26
16,brewing_stand,15
17,detector_rail,4
18,crafting_table,6
19,cactus,44
20,cauldron,46
21,birch_door,48
22,diamond_block,31
23,glowstone,44
24,birch_door,50
25,quartz_block,55
26,spruce_fence_gate,10
27,cauldron,59
28,furnace,32
29,sandstone,6
30,stone,6
31,heavy_weighted_pressure_plate,60
32,gold_ore,47
33,jungle_fence,22
34,iron_bars,46
35,spruce_stairs,40
