attack,back,forward,jump,left,right,sneak,sprint,use,drop,inventory,ESC,camera1,camera2,startImage,hotbar
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,2,2
0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.2153691330919005,4,2
0,0,1,1,0,0,0,1,0,0,0,0,0.0,10.0,5,2
0,0,1,1,0,0,0,0,0,0,0,0,0.0,1.6094986352788734,6,2
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.6153942662021781,7,2
0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,8,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,9,2
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,10,2
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,1.6094986352788734,11,2
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.6153942662021781,12,2
0,0,1,0,0,1,0,0,0,0,0,0,0.0,-10.0,13,2
0,0,1,0,0,0,0,1,0,0,0,0,5.809483127522302,-10.0,14,2
0,0,0,0,0,0,0,0,0,0,0,0,10.0,-10.0,15,2
0,0,0,0,0,0,0,0,0,0,0,0,5.809483127522302,-5.809483127522302,16,2
0,0,1,1,0,0,0,1,0,0,0,0,5.809483127522302,-1.6094986352788734,17,2
0,0,1,1,0,0,0,0,0,0,0,0,3.2153691330919005,-0.6153942662021781,18,2
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,19,2
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,20,2
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,21,2
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,22,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,23,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,24,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,25,2
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,26,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,27,2
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,28,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,29,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,30,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,31,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,32,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,33,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,34,2
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,35,2
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,36,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,37,1
0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,38,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,39,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,40,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,41,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,42,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,43,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,44,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,45,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,46,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,47,1
0,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,-0.6153942662021781,48,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,49,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,50,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,51,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,52,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.2153691330919005,53,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,10.0,54,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,5.809483127522302,55,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,3.2153691330919005,56,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,57,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,58,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,59,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,60,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,61,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,62,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.6094986352788734,63,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,10.0,64,1
0,0,1,0,0,0,0,1,0,0,0,0,1.6094986352788734,3.2153691330919005,65,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,0.6153942662021781,66,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,1.6094986352788734,67,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.6153942662021781,68,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,69,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,70,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,71,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,72,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,73,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,74,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,75,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,76,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,77,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,78,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,79,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,80,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,81,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,82,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,83,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,84,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,85,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,86,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,87,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,88,1
0,0,1,1,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,89,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,90,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,91,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,92,1
0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,93,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,94,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,95,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,96,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,97,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,98,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,99,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,100,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,101,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,102,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,103,1
0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,104,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,105,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,106,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,107,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,108,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,109,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,110,1
